County;City;Male population;Female population;All population
VAS;Kőszeg;5568;5948;11516
VAS;Őriszentpéter;571;613;1184
VAS;Répcelak;1329;1381;2710
VAS;Sárvár;7321;7880;15201
VAS;Szentgotthárd;4285;4486;8771
VAS;Vasvár;2138;2340;4478
VAS;Vép;1719;1727;3446
VAS;Jánosháza;1240;1359;2599
VAS;Acsád;296;388;684
VAS;Alsószölnök;185;207;392
VAS;Alsóújlak;300;339;639
VAS;Andrásfa;149;153;302
VAS;Apátistvánfalva;177;215;392
VAS;Bajánsenye;268;278;546
VAS;Balogunyom;604;625;1229
VAS;Bejcgyertyános;226;249;475
VAS;Bérbaltavár;274;272;546
VAS;Boba;423;444;867
VAS;Borgáta;72;89;161
VAS;Bozsok;177;188;365
VAS;Bozzai;174;159;333
VAS;Bő;337;330;667
VAS;Bögöt;207;190;397
VAS;Bögöte;148;170;318
VAS;Bucsu;295;306;601
VAS;Cák;138;149;287
VAS;Chernelházadamonya;114;111;225
VAS;Csákánydoroszló;889;916;1805
VAS;Csánig;187;193;380
VAS;Csehi;139;137;276
VAS;Csehimindszent;182;199;381
VAS;Csempeszkopács;160;169;329
VAS;Csénye;345;351;696
VAS;Csipkerek;162;205;367
VAS;Csönge;213;215;428
VAS;Csörötnek;449;455;904
VAS;Daraboshegy;52;51;103
VAS;Dozmat;115;113;228
VAS;Döbörhegy;76;85;161
VAS;Döröske;46;46;92
VAS;Duka;136;144;280
VAS;Egervölgy;172;206;378
VAS;Egyházashetye;169;181;350
VAS;Egyházashollós;289;289;578
VAS;Egyházasrádóc;666;657;1323
VAS;Felsőcsatár;242;247;489
VAS;Felsőjánosfa;88;114;202
VAS;Felsőmarác;146;135;281
VAS;Felsőszölnök;303;287;590
VAS;Gasztony;223;241;464
VAS;Gencsapáti;1301;1391;2692
VAS;Gérce;551;583;1134
VAS;Gersekarát;360;366;726
VAS;Gór;160;153;313
VAS;Gyanógeregye;80;84;164
VAS;Gyöngyösfalu;536;570;1106
VAS;Győrvár;344;332;676
VAS;Halastó;53;56;109
VAS;Halogy;152;140;292
VAS;Harasztifalu;81;85;166
VAS;Hegyfalu;351;425;776
VAS;Hegyháthodász;90;86;176
VAS;Hegyhátsál;72;88;160
VAS;Hegyhátszentjakab;155;138;293
VAS;Hegyhátszentmárton;30;34;64
VAS;Hegyhátszentpéter;74;84;158
VAS;Horvátlövő;106;114;220
VAS;Horvátzsidány;392;413;805
VAS;Hosszúpereszteg;328;386;714
VAS;Ikervár;851;917;1768
VAS;Iklanberény;27;24;51
VAS;Ispánk;51;58;109
VAS;Ivánc;338;362;700
VAS;Ják;1300;1315;2615
VAS;Jákfa;272;269;541
VAS;Káld;556;579;1135
VAS;Kám;209;220;429
VAS;Karakó;104;111;215
VAS;Katafa;192;183;375
VAS;Keléd;38;41;79
VAS;Kemeneskápolna;52;47;99
VAS;Kemenesmagasi;463;481;944
VAS;Kemenesmihályfa;268;263;531
VAS;Kemenespálfa;225;225;450
VAS;Kemenessömjén;298;321;619
VAS;Kemenesszentmárton;102;116;218
VAS;Kemestaródfa;121;123;244
VAS;Kenéz;131;145;276
VAS;Kenyeri;442;478;920
VAS;Kercaszomor;118;128;246
VAS;Kerkáskápolna;48;42;90
VAS;Kétvölgy;69;61;130
VAS;Kisrákos;118;106;224
VAS;Kissomlyó;125;126;251
VAS;Kisunyom;206;225;431
VAS;Kiszsidány;43;56;99
VAS;Kondorfa;250;290;540
VAS;Köcsk;150;138;288
VAS;Kőszegdoroszló;122;127;249
VAS;Kőszegpaty;129;91;220
VAS;Kőszegszerdahely;252;260;512
VAS;Lócs;62;68;130
VAS;Lukácsháza;558;557;1115
VAS;Magyarlak;369;399;768
VAS;Magyarnádalja;111;114;225
VAS;Magyarszecsőd;237;227;464
VAS;Magyarszombatfa;131;140;271
VAS;Meggyeskovácsi;340;347;687
VAS;Megyehíd;151;178;329
VAS;Mersevát;297;323;620
VAS;Mesterháza;75;79;154
VAS;Mesteri;145;128;273
VAS;Meszlen;112;117;229
VAS;Mikosszéplak;189;184;373
VAS;Molnaszecsőd;234;211;445
VAS;Nádasd;638;694;1332
VAS;Nagygeresd;149;147;296
VAS;Nagykölked;81;89;170
VAS;Nagymizdó;66;62;128
VAS;Nagyrákos;153;153;306
VAS;Nagysimonyi;499;538;1037
VAS;Nagytilaj;70;77;147
VAS;Nárai;631;636;1267
VAS;Narda;240;263;503
VAS;Nemesbőd;336;314;650
VAS;Nemescsó;155;159;314
VAS;Nemeskeresztúr;140;162;302
VAS;Nemeskocs;160;175;335
VAS;Nemeskolta;189;192;381
VAS;Nemesládony;69;67;136
VAS;Nemesmedves;12;8;20
VAS;Nemesrempehollós;142;145;287
VAS;Nick;267;274;541
VAS;Nyőgér;157;171;328
VAS;Olaszfa;208;226;434
VAS;Ólmod;55;53;108
VAS;Orfalu;38;33;71
VAS;Ostffyasszonyfa;410;423;833
VAS;Oszkó;333;331;664
VAS;Ölbő;378;382;760
VAS;Őrimagyarósd;114;116;230
VAS;Pácsony;151;144;295
VAS;Pankasz;231;231;462
VAS;Pápoc;148;188;336
VAS;Pecöl;384;428;812
VAS;Perenye;350;357;707
VAS;Peresznye;331;375;706
VAS;Petőmihályfa;114;122;236
VAS;Pinkamindszent;81;90;171
VAS;Pornóapáti;187;206;393
VAS;Porpác;74;79;153
VAS;Pósfa;147;125;272
VAS;Pusztacsó;70;88;158
VAS;Püspökmolnári;428;473;901
VAS;Rábagyarmat;401;402;803
VAS;Rábahídvég;502;512;1014
VAS;Rábapaty;843;867;1710
VAS;Rábatöttös;119;114;233
VAS;Rádóckölked;149;137;286
VAS;Rátót;163;136;299
VAS;Répceszentgyörgy;51;64;115
VAS;Rönök;230;210;440
VAS;Rum;527;592;1119
VAS;Sajtoskál;212;206;418
VAS;Salköveskút;248;240;488
VAS;Sárfimizdó;42;58;100
VAS;Sé;669;705;1374
VAS;Simaság;297;309;606
VAS;Sitke;338;354;692
VAS;Sorkifalud;340;345;685
VAS;Sorkikápolna;138;137;275
VAS;Sorokpolány;413;435;848
VAS;Sótony;320;310;630
VAS;Söpte;412;425;837
VAS;Szaknyér;29;28;57
VAS;Szakonyfalu;199;189;388
VAS;Szalafő;108;116;224
VAS;Szarvaskend;118;108;226
VAS;Szatta;44;39;83
VAS;Szeleste;341;352;693
VAS;Szemenye;151;163;314
VAS;Szentpéterfa;511;524;1035
VAS;Szergény;177;184;361
VAS;Szőce;180;190;370
VAS;Tanakajd;374;371;745
VAS;Táplánszentkereszt;1297;1360;2657
VAS;Telekes;271;290;561
VAS;Tokorcs;177;180;357
VAS;Tompaládony;164;164;328
VAS;Tormásliget;160;153;313
VAS;Torony;952;978;1930
VAS;Tömörd;137;134;271
VAS;Uraiújfalu;454;442;896
VAS;Vámoscsalád;156;172;328
VAS;Vasalja;164;177;341
VAS;Vásárosmiske;180;178;358
VAS;Vasasszonyfa;191;176;367
VAS;Vasegerszeg;192;207;399
VAS;Vashosszúfalu;194;203;397
VAS;Vaskeresztes;168;189;357
VAS;Vassurány;435;414;849
VAS;Vasszécseny;707;724;1431
VAS;Vasszentmihály;170;184;354
VAS;Vasszilvágy;212;214;426
VAS;Vát;341;352;693
VAS;Velem;173;183;356
VAS;Velemér;42;35;77
VAS;Viszák;141;130;271
VAS;Vönöck;392;378;770
VAS;Zsédeny;101;104;205
VAS;Zsennye;53;54;107
VES;Veszprém;27530;30578;58108
VES;Ajka;14739;15729;30468
VES;Badacsonytomaj;1120;1236;2356
VES;Balatonalmádi;4564;4776;9340
VES;Balatonfüred;6540;7224;13764
VES;Balatonfűzfő;2224;2299;4523
VES;Balatonkenese;1784;1789;3573
VES;Berhida;3024;3048;6072
VES;Devecser;2424;2539;4963
VES;Herend;1725;1794;3519
VES;Pápa;15249;16655;31904
VES;Sümeg;3140;3362;6502
VES;Tapolca;8032;8817;16849
VES;Várpalota;10370;11033;21403
VES;Zirc;3459;3623;7082
VES;Pétfürdő;2326;2597;4923
VES;Révfülöp;595;614;1209
VES;Ábrahámhegy;275;290;565
VES;Adásztevel;413;429;842
VES;Adorjánháza;213;220;433
VES;Alsóörs;793;782;1575
VES;Apácatorna;97;93;190
VES;Aszófő;225;212;437
VES;Badacsonytördemic;451;478;929
VES;Bakonybél;631;639;1270
VES;Bakonyjákó;348;325;673
VES;Bakonykoppány;102;108;210
VES;Bakonynána;500;536;1036
VES;Bakonyoszlop;255;234;489
VES;Bakonypölöske;198;203;401
VES;Bakonyság;34;44;78
VES;Bakonyszentiván;113;117;230
VES;Bakonyszentkirály;462;463;925
VES;Bakonyszücs;175;164;339
VES;Bakonytamási;370;353;723
VES;Balatonakali;358;347;705
VES;Balatoncsicsó;104;127;231
VES;Balatonederics;530;569;1099
VES;Balatonfőkajár;689;681;1370
VES;Balatonhenye;62;62;124
VES;Balatonrendes;78;71;149
VES;Balatonszepezd;222;216;438
VES;Balatonszőlős;325;308;633
VES;Balatonudvari;191;187;378
VES;Balatonvilágos;703;704;1407
VES;Bánd;323;362;685
VES;Barnag;77;69;146
VES;Bazsi;205;222;427
VES;Béb;124;140;264
VES;Békás;106;113;219
VES;Bodorfa;63;53;116
VES;Borszörcsök;195;219;414
VES;Borzavár;364;377;741
VES;Csabrendek;1600;1540;3140
VES;Csajág;445;432;877
VES;Csehbánya;138;143;281
VES;Csesznek;281;282;563
VES;Csetény;964;988;1952
VES;Csopak;984;1073;2057
VES;Csót;520;544;1064
VES;Csögle;342;363;705
VES;Dabronc;263;253;516
VES;Dabrony;223;207;430
VES;Dáka;339;348;687
VES;Doba;251;264;515
VES;Döbrönte;134;133;267
VES;Dörgicse;153;164;317
VES;Dudar;871;917;1788
VES;Egeralja;121;121;242
VES;Egyházaskesző;248;277;525
VES;Eplény;271;285;556
VES;Farkasgyepű;180;191;371
VES;Felsőörs;847;797;1644
VES;Ganna;166;149;315
VES;Gecse;219;225;444
VES;Gic;196;187;383
VES;Gógánfa;402;408;810
VES;Gyepükaján;175;206;381
VES;Gyulakeszi;363;360;723
VES;Hajmáskér;1508;1627;3135
VES;Halimba;588;606;1194
VES;Hárskút;333;336;669
VES;Hegyesd;88;99;187
VES;Hegymagas;150;158;308
VES;Hetyefő;43;50;93
VES;Hidegkút;224;221;445
VES;Homokbödöge;372;379;751
VES;Hosztót;39;43;82
VES;Iszkáz;197;171;368
VES;Jásd;374;397;771
VES;Kamond;237;209;446
VES;Kapolcs;187;214;401
VES;Káptalanfa;436;432;868
VES;Káptalantóti;244;233;477
VES;Karakószörcsök;170;148;318
VES;Kékkút;61;37;98
VES;Kemeneshőgyész;246;263;509
VES;Kemenesszentpéter;322;351;673
VES;Kerta;338;320;658
VES;Királyszentistván;252;254;506
VES;Kisapáti;197;182;379
VES;Kisberzseny;51;58;109
VES;Kiscsősz;66;72;138
VES;Kislőd;672;619;1291
VES;Kispirit;44;54;98
VES;Kisszőlős;74;76;150
VES;Kolontár;382;410;792
VES;Kővágóörs;456;442;898
VES;Köveskál;205;204;409
VES;Kup;257;238;495
VES;Külsővat;355;413;768
VES;Küngös;278;278;556
VES;Lesencefalu;157;181;338
VES;Lesenceistvánd;511;489;1000
VES;Lesencetomaj;589;602;1191
VES;Litér;1082;1082;2164
VES;Lókút;233;240;473
VES;Lovas;236;216;452
VES;Lovászpatona;645;635;1280
VES;Magyargencs;255;280;535
VES;Magyarpolány;609;644;1253
VES;Malomsok;280;281;561
VES;Marcalgergelyi;211;212;423
VES;Marcaltő;401;406;807
VES;Márkó;618;610;1228
VES;Megyer;27;17;44
VES;Mencshely;129;140;269
VES;Mezőlak;509;532;1041
VES;Mihályháza;401;371;772
VES;Mindszentkálla;143;150;293
VES;Monostorapáti;585;595;1180
VES;Monoszló;73;66;139
VES;Nagyacsád;316;342;658
VES;Nagyalásony;273;248;521
VES;Nagydém;184;209;393
VES;Nagyesztergár;621;615;1236
VES;Nagygyimót;297;302;599
VES;Nagypirit;144;148;292
VES;Nagytevel;295;265;560
VES;Nagyvázsony;931;885;1816
VES;Nemesgörzsöny;340;360;700
VES;Nemesgulács;500;511;1011
VES;Nemeshany;217;213;430
VES;Nemesszalók;492;459;951
VES;Nemesvámos;1395;1314;2709
VES;Nemesvita;195;196;391
VES;Németbánya;50;50;100
VES;Nóráp;106;114;220
VES;Noszlop;549;505;1054
VES;Nyárád;488;486;974
VES;Nyirád;974;1018;1992
VES;Óbudavár;33;27;60
VES;Olaszfalu;537;570;1107
VES;Oroszi;73;73;146
VES;Öcs;103;119;222
VES;Örvényes;87;85;172
VES;Ősi;1086;1083;2169
VES;Öskü;1144;1151;2295
VES;Paloznak;256;250;506
VES;Pápadereske;151;139;290
VES;Pápakovácsi;283;305;588
VES;Pápasalamon;181;180;361
VES;Pápateszér;634;629;1263
VES;Papkeszi;821;803;1624
VES;Pécsely;291;290;581
VES;Pénzesgyőr;174;184;358
VES;Porva;245;240;485
VES;Pula;107;104;211
VES;Pusztamiske;211;228;439
VES;Raposka;127;133;260
VES;Rigács;96;101;197
VES;Salföld;33;41;74
VES;Sáska;149;148;297
VES;Sóly;230;249;479
VES;Somlójenő;166;162;328
VES;Somlószőlős;348;343;691
VES;Somlóvásárhely;599;601;1200
VES;Somlóvecse;52;58;110
VES;Sümegprága;295;357;652
VES;Szápár;249;270;519
VES;Szentantalfa;218;236;454
VES;Szentbékkálla;106;113;219
VES;Szentgál;1439;1451;2890
VES;Szentimrefalva;115;114;229
VES;Szentjakabfa;59;55;114
VES;Szentkirályszabadja;1069;1055;2124
VES;Szigliget;471;489;960
VES;Szőc;214;232;446
VES;Tagyon;50;49;99
VES;Takácsi;466;442;908
VES;Taliándörögd;330;338;668
VES;Tés;439;429;868
VES;Tihany;664;727;1391
VES;Tótvázsony;645;668;1313
VES;Tüskevár;299;297;596
VES;Ugod;709;723;1432
VES;Ukk;176;174;350
VES;Úrkút;1047;1095;2142
VES;Uzsa;180;176;356
VES;Vanyola;292;303;595
VES;Várkesző;91;103;194
VES;Városlőd;694;703;1397
VES;Vaszar;809;822;1631
VES;Vászoly;123;135;258
VES;Veszprémfajsz;132;126;258
VES;Veszprémgalsa;140;146;286
VES;Vid;85;76;161
VES;Vigántpetend;112;112;224
VES;Vilonya;344;332;676
VES;Vinár;128;125;253
VES;Vöröstó;52;47;99
VES;Zalaerdőd;151;176;327
VES;Zalagyömörő;223;247;470
VES;Zalahaláp;648;639;1287
VES;Zalameggyes;36;26;62
VES;Zalaszegvár;75;93;168
VES;Zánka;481;507;988
ZAL;Zalaegerszeg;28075;31389;59464
ZAL;Nagykanizsa;23680;26573;50253
ZAL;Hévíz;2266;2709;4975
ZAL;Keszthely;9486;10888;20374
ZAL;Lenti;4062;4329;8391
ZAL;Letenye;2048;2296;4344
ZAL;Pacsa;882;924;1806
ZAL;Zalakaros;1074;1141;2215
ZAL;Zalalövő;1500;1553;3053
ZAL;Zalaszentgrót;3310;3586;6896
ZAL;Gyenesdiás;1866;1986;3852
ZAL;Vonyarcvashegy;1137;1225;2362
ZAL;Alibánfa;241;215;456
ZAL;Almásháza;38;33;71
ZAL;Alsónemesapáti;344;378;722
ZAL;Alsópáhok;659;740;1399
ZAL;Alsórajk;169;203;372
ZAL;Alsószenterzsébet;41;37;78
ZAL;Babosdöbréte;259;261;520
ZAL;Baglad;27;34;61
ZAL;Bagod;677;633;1310
ZAL;Bak;778;861;1639
ZAL;Baktüttös;170;179;349
ZAL;Balatongyörök;581;610;1191
ZAL;Balatonmagyaród;229;269;498
ZAL;Bánokszentgyörgy;333;329;662
ZAL;Barlahida;89;87;176
ZAL;Batyk;201;214;415
ZAL;Bázakerettye;416;410;826
ZAL;Becsehely;1063;1150;2213
ZAL;Becsvölgye;395;442;837
ZAL;Belezna;396;394;790
ZAL;Belsősárd;53;51;104
ZAL;Bezeréd;74;98;172
ZAL;Bocfölde;585;578;1163
ZAL;Bocska;177;196;373
ZAL;Bókaháza;153;163;316
ZAL;Boncodfölde;171;172;343
ZAL;Borsfa;373;387;760
ZAL;Böde;133;179;312
ZAL;Bödeháza;27;33;60
ZAL;Börzönce;28;29;57
ZAL;Búcsúszentlászló;391;426;817
ZAL;Bucsuta;109;116;225
ZAL;Csapi;80;89;169
ZAL;Csatár;250;295;545
ZAL;Cserszegtomaj;1428;1429;2857
ZAL;Csertalakos;20;16;36
ZAL;Csesztreg;448;425;873
ZAL;Csonkahegyhát;171;194;365
ZAL;Csöde;45;40;85
ZAL;Csömödér;308;332;640
ZAL;Csörnyeföld;190;265;455
ZAL;Dióskál;252;265;517
ZAL;Dobri;86;116;202
ZAL;Dobronhegy;76;69;145
ZAL;Döbröce;40;33;73
ZAL;Dötk;12;13;25
ZAL;Egeraracsa;169;185;354
ZAL;Egervár;512;552;1064
ZAL;Eszteregnye;346;377;723
ZAL;Esztergályhorváti;236;240;476
ZAL;Felsőpáhok;308;342;650
ZAL;Felsőrajk;392;376;768
ZAL;Felsőszenterzsébet;8;7;15
ZAL;Fityeház;320;362;682
ZAL;Fűzvölgy;57;75;132
ZAL;Gáborjánháza;37;43;80
ZAL;Galambok;687;649;1336
ZAL;Garabonc;364;381;745
ZAL;Gellénháza;806;836;1642
ZAL;Gelse;557;576;1133
ZAL;Gelsesziget;138;133;271
ZAL;Gétye;67;58;125
ZAL;Gombosszeg;21;19;40
ZAL;Gosztola;20;32;52
ZAL;Gősfa;148;172;320
ZAL;Gutorfölde;557;547;1104
ZAL;Gyűrűs;50;46;96
ZAL;Hagyárosbörönd;157;162;319
ZAL;Hahót;549;565;1114
ZAL;Hernyék;57;56;113
ZAL;Homokkomárom;106;119;225
ZAL;Hosszúvölgy;87;96;183
ZAL;Hottó;173;181;354
ZAL;Iborfia;10;3;13
ZAL;Iklódbördőce;159;162;321
ZAL;Kacorlak;102;128;230
ZAL;Kallósd;43;45;88
ZAL;Kálócfa;87;87;174
ZAL;Kányavár;63;72;135
ZAL;Karmacs;371;407;778
ZAL;Kávás;121;144;265
ZAL;Kehidakustány;540;522;1062
ZAL;Kemendollár;256;263;519
ZAL;Keménfa;39;60;99
ZAL;Kerecseny;129;137;266
ZAL;Kerkabarabás;146;148;294
ZAL;Kerkafalva;56;61;117
ZAL;Kerkakutas;73;78;151
ZAL;Kerkaszentkirály;130;131;261
ZAL;Kerkateskánd;78;95;173
ZAL;Kilimán;127;134;261
ZAL;Kisbucsa;224;228;452
ZAL;Kiscsehi;84;89;173
ZAL;Kisgörbő;100;94;194
ZAL;Kiskutas;92;101;193
ZAL;Kispáli;138;145;283
ZAL;Kisrécse;102;92;194
ZAL;Kissziget;95;100;195
ZAL;Kistolmács;85;101;186
ZAL;Kisvásárhely;23;37;60
ZAL;Kozmadombja;22;27;49
ZAL;Kustánszeg;261;272;533
ZAL;Külsősárd;39;44;83
ZAL;Lakhegy;227;241;468
ZAL;Lasztonya;56;63;119
ZAL;Lendvadedes;13;22;35
ZAL;Lendvajakabfa;21;18;39
ZAL;Lickóvadamos;112;112;224
ZAL;Ligetfalva;26;28;54
ZAL;Lispeszentadorján;160;173;333
ZAL;Liszó;202;207;409
ZAL;Lovászi;609;632;1241
ZAL;Magyarföld;21;30;51
ZAL;Magyarszentmiklós;138;140;278
ZAL;Magyarszerdahely;263;294;557
ZAL;Maróc;36;55;91
ZAL;Márokföld;30;24;54
ZAL;Miháld;413;445;858
ZAL;Mihályfa;223;175;398
ZAL;Mikekarácsonyfa;145;163;308
ZAL;Milejszeg;168;177;345
ZAL;Misefa;155;145;300
ZAL;Molnári;357;357;714
ZAL;Murakeresztúr;905;943;1848
ZAL;Murarátka;134;132;266
ZAL;Muraszemenye;300;298;598
ZAL;Nagybakónak;216;226;442
ZAL;Nagygörbő;87;108;195
ZAL;Nagykapornak;442;491;933
ZAL;Nagykutas;239;246;485
ZAL;Nagylengyel;269;284;553
ZAL;Nagypáli;226;234;460
ZAL;Nagyrada;265;258;523
ZAL;Nagyrécse;521;562;1083
ZAL;Nemesapáti;256;284;540
ZAL;Nemesbük;352;363;715
ZAL;Nemeshetés;143;140;283
ZAL;Nemesnép;61;68;129
ZAL;Nemespátró;150;170;320
ZAL;Nemesrádó;163;156;319
ZAL;Nemessándorháza;159;163;322
ZAL;Nemesszentandrás;143;149;292
ZAL;Németfalu;90;101;191
ZAL;Nova;409;428;837
ZAL;Óhíd;294;307;601
ZAL;Oltárc;140;154;294
ZAL;Orbányosfa;67;69;136
ZAL;Ormándlak;60;74;134
ZAL;Orosztony;241;247;488
ZAL;Ortaháza;52;70;122
ZAL;Ozmánbük;90;105;195
ZAL;Padár;68;72;140
ZAL;Páka;583;612;1195
ZAL;Pakod;457;489;946
ZAL;Pálfiszeg;87;81;168
ZAL;Pat;99;129;228
ZAL;Pethőhenye;225;219;444
ZAL;Petrikeresztúr;168;204;372
ZAL;Petrivente;193;213;406
ZAL;Pókaszepetk;472;484;956
ZAL;Pórszombat;165;156;321
ZAL;Pölöske;470;441;911
ZAL;Pölöskefő;186;213;399
ZAL;Pördefölde;33;32;65
ZAL;Pötréte;143;149;292
ZAL;Pusztaapáti;23;13;36
ZAL;Pusztaederics;85;92;177
ZAL;Pusztamagyaród;311;316;627
ZAL;Pusztaszentlászló;297;341;638
ZAL;Ramocsa;20;18;38
ZAL;Rédics;475;513;988
ZAL;Resznek;149;159;308
ZAL;Rezi;598;649;1247
ZAL;Rigyác;198;215;413
ZAL;Salomvár;314;290;604
ZAL;Sand;193;223;416
ZAL;Sárhida;411;409;820
ZAL;Sármellék;873;970;1843
ZAL;Semjénháza;307;310;617
ZAL;Sénye;28;23;51
ZAL;Sormás;462;456;918
ZAL;Söjtör;742;813;1555
ZAL;Surd;295;326;621
ZAL;Sümegcsehi;322;340;662
ZAL;Szalapa;103;118;221
ZAL;Szécsisziget;112;127;239
ZAL;Szentgyörgyvár;168;163;331
ZAL;Szentgyörgyvölgy;225;231;456
ZAL;Szentkozmadombja;26;37;63
ZAL;Szentliszló;150;169;319
ZAL;Szentmargitfalva;52;43;95
ZAL;Szentpéterfölde;77;80;157
ZAL;Szentpéterúr;528;542;1070
ZAL;Szepetnek;795;864;1659
ZAL;Szijártóháza;18;11;29
ZAL;Szilvágy;95;108;203
ZAL;Tekenye;219;258;477
ZAL;Teskánd;592;550;1142
ZAL;Tilaj;108;95;203
ZAL;Tófej;338;367;705
ZAL;Tormafölde;190;188;378
ZAL;Tornyiszentmiklós;306;308;614
ZAL;Tótszentmárton;463;446;909
ZAL;Tótszerdahely;524;634;1158
ZAL;Türje;841;898;1739
ZAL;Újudvar;507;503;1010
ZAL;Valkonya;36;31;67
ZAL;Vállus;78;66;144
ZAL;Várfölde;88;112;200
ZAL;Várvölgy;541;527;1068
ZAL;Vasboldogasszony;276;303;579
ZAL;Vaspör;194;201;395
ZAL;Vindornyafok;72;69;141
ZAL;Vindornyalak;46;56;102
ZAL;Vindornyaszőlős;182;172;354
ZAL;Vöckönd;38;46;84
ZAL;Zajk;120;131;251
ZAL;Zalaapáti;828;885;1713
ZAL;Zalabaksa;338;371;709
ZAL;Zalabér;358;386;744
ZAL;Zalaboldogfa;190;196;386
ZAL;Zalacsány;517;515;1032
ZAL;Zalacséb;284;288;572
ZAL;Zalaháshágy;186;198;384
ZAL;Zalaigrice;72;66;138
ZAL;Zalaistvánd;180;192;372
ZAL;Zalakomár;1504;1636;3140
ZAL;Zalaköveskút;18;10;28
ZAL;Zalamerenye;83;97;180
ZAL;Zalasárszeg;64;66;130
ZAL;Zalaszabar;288;321;609
ZAL;Zalaszántó;484;514;998
ZAL;Zalaszentbalázs;399;442;841
ZAL;Zalaszentgyörgy;209;209;418
ZAL;Zalaszentiván;531;557;1088
ZAL;Zalaszentjakab;174;186;360
ZAL;Zalaszentlászló;393;427;820
ZAL;Zalaszentlőrinc;152;146;298
ZAL;Zalaszentmárton;37;41;78
ZAL;Zalaszentmihály;507;540;1047
ZAL;Zalaszombatfa;20;31;51
ZAL;Zalatárnok;343;356;699
ZAL;Zalaújlak;61;50;111
ZAL;Zalavár;480;509;989
ZAL;Zalavég;210;191;401
ZAL;Zebecke;42;43;85
